頁面編號,國際證券編碼,有價證券代號,有價證券名稱,市場別,有價證券別,產業別,公開發行/上市(櫃)/發行日,CFICode,備註
46,TW0003058004,3058,立德,上市,股票,電子零組件業,2002/12/09,ESVUFR,
47,TW0003090007,3090,日電貿,上市,股票,電子零組件業,2007/12/31,ESVUFR,
48,TW0003092003,3092,鴻碩,上市,股票,電子零組件業,2021/05/13,ESVUFR,
49,TW0003229001,3229,晟鈦,上市,股票,電子零組件業,2009/12/31,ESVUFR,
50,TW0003296000,3296,勝德,上市,股票,電子零組件業,2007/12/31,ESVUFR,
51,TW0003308003,3308,聯德,上市,股票,電子零組件業,2008/03/12,ESVUFR,
52,TW0003321006,3321,同泰,上市,股票,電子零組件業,2015/12/15,ESVUFR,
53,TW0003338000,3338,泰碩,上市,股票,電子零組件業,2013/12/13,ESVUFR,
54,TW0003376000,3376,新日興,上市,股票,電子零組件業,2007/12/31,ESVUFR,
55,TW0003432001,3432,台端,上市,股票,電子零組件業,2010/12/30,ESVUFR,
56,TW0003501003,3501,維熹,上市,股票,電子零組件業,2007/09/20,ESVUFR,
57,TW0003533006,3533,嘉澤,上市,股票,電子零組件業,2007/12/10,ESVUFR,
58,TW0003550000,3550,聯穎,上市,股票,電子零組件業,2010/11/10,ESVUFR,
59,TW0003593000,3593,力銘,上市,股票,電子零組件業,2009/03/16,ESVUFR,
60,TW0003605002,3605,宏致,上市,股票,電子零組件業,2009/03/26,ESVUFR,
61,TW0003607008,3607,谷崧,上市,股票,電子零組件業,2009/10/28,ESVUFR,
62,TW0003645008,3645,達邁,上市,股票,電子零組件業,2011/10/05,ESVUFR,
63,TW0003653002,3653,健策,上市,股票,電子零組件業,2009/11/18,ESVUFR,
64,TW0003679007,3679,新至陞,上市,股票,電子零組件業,2011/10/05,ESVUFR,
65,TW0004545009,4545,銘鈺,上市,股票,電子零組件業,2016/01/06,ESVUFR,
66,KYG545091079,4912,聯德控股-KY,上市,股票,電子零組件業,2015/05/21,ESVUFR,
67,TW0004915004,4915,致伸,上市,股票,電子零組件業,2012/10/05,ESVUFR,
68,KYG0407M1033,4927,泰鼎-KY,上市,股票,電子零組件業,2015/09/08,ESVUFR,
69,KYG2346M1033,4943,康控-KY,上市,股票,電子零組件業,2016/11/11,ESVUFR,
70,KYG989221000,4958,臻鼎-KY,上市,股票,電子零組件業,2011/12/26,ESVUFR,
71,TW0004989009,4989,榮科,上市,股票,電子零組件業,2018/06/28,ESVUFR,
72,TW0004999008,4999,鑫禾,上市,股票,電子零組件業,2013/06/03,ESVUFR,
73,TW0005469001,5469,瀚宇博,上市,股票,電子零組件業,2003/08/25,ESVUFR,
74,TW0006108004,6108,競國,上市,股票,電子零組件業,2008/12/30,ESVUFR,
75,TW0006115009,6115,鎰勝,上市,股票,電子零組件業,2004/07/19,ESVUFR,
76,TW0006133002,6133,金橋,上市,股票,電子零組件業,2003/08/15,ESVUFR,
77,TW0006141005,6141,柏承,上市,股票,電子零組件業,2003/10/22,ESVUFR,
78,TW0006153000,6153,嘉聯益,上市,股票,電子零組件業,2008/01/21,ESVUFR,
79,TW0006155005,6155,鈞寶,上市,股票,電子零組件業,2006/08/18,ESVUFR,
80,TW0006191000,6191,精成科,上市,股票,電子零組件業,2007/10/19,ESVUFR,
81,TW0006197007,6197,佳必琪,上市,股票,電子零組件業,2004/11/08,ESVUFR,
82,TW0006205008,6205,詮欣,上市,股票,電子零組件業,2008/01/21,ESVUFR,
83,TW0006213002,6213,聯茂,上市,股票,電子零組件業,2008/01/21,ESVUFR,
84,TW0006224009,6224,聚鼎,上市,股票,電子零組件業,2009/09/17,ESVUFR,
85,TW0006251002,6251,定穎,上市,股票,電子零組件業,2009/03/18,ESVUFR,
86,TW0006269004,6269,台郡,上市,股票,電子零組件業,2003/09/23,ESVUFR,
87,TW0006282007,6282,康舒,上市,股票,電子零組件業,2003/09/08,ESVUFR,
88,TW0006412000,6412,群電,上市,股票,電子零組件業,2013/11/08,ESVUFR,
89,TW0006449002,6449,鈺邦,上市,股票,電子零組件業,2014/12/09,ESVUFR,
90,KYG9353A1040,6672,騰輝電子-KY,上市,股票,電子零組件業,2019/04/17,ESVUFR,
91,TW0006715006,6715,嘉基,上市,股票,電子零組件業,2019/12/12,ESVUFR,
92,KYG0097V1086,6781,AES-KY,上市,股票,電子零組件業,2021/03/22,ESVUFR,
93,TW0008039009,8039,台虹,上市,股票,電子零組件業,2009/12/17,ESVUFR,
94,TW0008046004,8046,南電,上市,股票,電子零組件業,2006/04/07,ESVUFR,
95,TW0008103003,8103,瀚荃,上市,股票,電子零組件業,2009/09/29,ESVUFR,
96,TW0008213000,8213,志超,上市,股票,電子零組件業,2009/12/25,ESVUFR,
97,TW0008249004,8249,菱光,上市,股票,電子零組件業,2005/05/17,ESVUFR,
