頁面編號,國際證券編碼,有價證券代號,有價證券名稱,市場別,有價證券別,產業別,公開發行/上市(櫃)/發行日,CFICode,備註
23,TW0002425006,2425,承啟,上市,股票,電腦及週邊設備業,2000/09/11,ESVUFR,
24,TW0002442001,2442,新美齊,上市,股票,電腦及週邊設備業,2000/11/22,ESVUFR,
25,TW0002465002,2465,麗臺,上市,股票,電腦及週邊設備業,2001/09/19,ESVUFR,
26,TW0003002002,3002,歐格,上市,股票,電腦及週邊設備業,2002/01/23,ESVUFR,
27,TW0003005005,3005,神基,上市,股票,電腦及週邊設備業,2002/02/25,ESVUFR,
28,TW0003013009,3013,晟銘電,上市,股票,電腦及週邊設備業,2002/09/16,ESVUFR,
29,TW0003017000,3017,奇鋐,上市,股票,電腦及週邊設備業,2002/09/27,ESVUFR,
30,TW0003022000,3022,威強電,上市,股票,電腦及週邊設備業,2002/08/26,ESVUFR,
31,TW0003046009,3046,建碁,上市,股票,電腦及週邊設備業,2002/08/26,ESVUFR,
32,TW0003057006,3057,喬鼎,上市,股票,電腦及週邊設備業,2002/12/18,ESVUFR,
33,TW0003060000,3060,銘異,上市,股票,電腦及週邊設備業,2003/04/21,ESVUFR,
34,TW0003231007,3231,緯創,上市,股票,電腦及週邊設備業,2003/08/19,ESVUFR,
35,TW0003416004,3416,融程電,上市,股票,電腦及週邊設備業,2015/01/23,ESVUFR,
36,TW0003494001,3494,誠研,上市,股票,電腦及週邊設備業,2007/12/13,ESVUFR,
37,TW0003515003,3515,華擎,上市,股票,電腦及週邊設備業,2007/11/08,ESVUFR,
38,TW0003701009,3701,大眾控,上市,股票,電腦及週邊設備業,2004/08/30,ESVUFR,
39,TW0003706008,3706,神達,上市,股票,電腦及週邊設備業,2013/09/12,ESVUFR,
40,TW0003712006,3712,永崴投控,上市,股票,電腦及週邊設備業,2018/10/01,ESVUFR,
41,TW0004916002,4916,事欣科,上市,股票,電腦及週邊設備業,2013/11/21,ESVUFR,
42,TW0004938006,4938,和碩,上市,股票,電腦及週邊設備業,2010/06/24,ESVUFR,
43,KYG530791022,5215,科嘉-KY,上市,股票,電腦及週邊設備業,2011/12/26,ESVUFR,
44,TW0005258008,5258,虹堡,上市,股票,電腦及週邊設備業,2016/12/30,ESVUFR,
45,TW0006117005,6117,迎廣,上市,股票,電腦及週邊設備業,2003/08/25,ESVUFR,
46,TW0006128002,6128,上福,上市,股票,電腦及週邊設備業,2003/06/16,ESVUFR,
47,TW0006166002,6166,凌華,上市,股票,電腦及週邊設備業,2004/11/08,ESVUFR,
48,TW0006172000,6172,互億,上市,股票,電腦及週邊設備業,2004/05/24,ESVUFR,
49,TW0006206006,6206,飛捷,上市,股票,電腦及週邊設備業,2004/08/03,ESVUFR,
50,TW0006230006,6230,尼得科超眾,上市,股票,電腦及週邊設備業,2010/09/16,ESVUFR,
51,TW0006235005,6235,華孚,上市,股票,電腦及週邊設備業,2004/08/23,ESVUFR,
52,TW0006277007,6277,宏正,上市,股票,電腦及週邊設備業,2003/10/30,ESVUFR,
53,TW0006414006,6414,樺漢,上市,股票,電腦及週邊設備業,2014/03/28,ESVUFR,
54,TW0006579006,6579,研揚,上市,股票,電腦及週邊設備業,2017/08/21,ESVUFR,
55,KYG8587R1074,6591,動力-KY,上市,股票,電腦及週邊設備業,2017/12/28,ESVUFR,
56,TW0006669005,6669,緯穎,上市,股票,電腦及週邊設備業,2019/03/27,ESVUFR,
57,TW0008114000,8114,振樺電,上市,股票,電腦及週邊設備業,2012/11/26,ESVUFR,
58,TW0008163007,8163,達方,上市,股票,電腦及週邊設備業,2007/11/28,ESVUFR,
59,TW0008210006,8210,勤誠,上市,股票,電腦及週邊設備業,2011/12/01,ESVUFR,
60,TW0009912006,9912,偉聯,上市,股票,電腦及週邊設備業,1992/08/08,ESVUFR,
