"092年05月05日 至 110年11月25日 除權除息計算結果表"
"資料日期","股票代號","股票名稱","除權息前收盤價","除權息參考價","權值+息值","權/息","漲停價格","跌停價格","開盤競價基準","減除股利參考價","詳細資料","最近一次申報資料 季別/日期","最近一次申報每股 (單位)淨值","最近一次申報每股 (單位)盈餘",
"92年07月24日","2468","華經","12.65","11.81","0.840000","權","12.60","11.00","11.80","11.81","除權息資料","110年第3季","16.30","0.46",
"92年07月24日","2470","品佳","29.90","27.36","2.540000","權息","29.20","25.50","27.40","27.36","除權息資料","","","",
"92年07月24日","2486","一詮","23.20","22.13","1.070000","權","23.60","20.60","22.10","22.13","除權息資料","110年第3季","18.19","1.74",
"92年07月24日","2887","台新金","17.70","16.70","1.000000","息","17.80","15.60","16.70","16.70","除權息資料","110年第3季","15.96","1.44",
"92年07月24日","2890","永豐金","12.40","11.75","0.650000","息","12.55","10.95","11.75","11.75","除權息資料","110年第3季","14.16","1.14",
"92年07月24日","3013","晟銘電","22.80","19.16","3.642900","權息","20.50","17.90","19.20","19.16","除權息資料","110年第3季","14.53","-0.52",
"92年07月24日","3057","喬鼎","74.00","58.69","15.310000","權息","62.50","55.00","58.50","58.69","除權息資料","110年第3季","8.92","-0.09",
"92年07月25日","2384","勝華","30.10","26.69","3.410000","權息","28.50","24.90","26.70","26.69","除權息資料","110年第2季","-6.56","1.30",
"92年07月25日","3020","奇普仕","43.90","38.24","5.660670","權息","40.90","35.60","38.20","38.24","除權息資料","","","",
"92年07月25日","3021","鴻名","17.70","16.82","0.880000","權","17.90","15.70","16.80","16.82","除權息資料","110年第3季","13.47","1.30",
"92年07月25日","9917","中保科","29.90","27.21","2.690000","權息","29.10","25.40","27.20","27.21","除權息資料","110年第3季","24.56","4.12",
"92年07月28日","1231","聯華食","11.00","10.50","0.500000","息","11.20","9.80","10.50","10.50","除權息資料","110年第3季","21.31","2.70",
"92年07月28日","1702","南僑","6.15","6.00","0.150000","權","6.40","5.60","6.00","6.00","除權息資料","110年第3季","34.58","3.20",
"92年07月28日","1715","萬洲","6.60","6.44","0.152666","息","6.85","6.00","6.45","6.44","除權息資料","106年第2季","14.07","0.06",
"92年07月28日","2029","盛餘","46.50","46.03","0.470000","權","49.20","42.90","46.00","46.03","除權息資料","110年第3季","30.00","2.95",
"92年07月28日","2436","偉詮電","30.00","25.95","4.050000","權息","27.70","24.20","26.00","25.95","除權息資料","110年第3季","20.02","3.20",
"92年07月28日","2495","普安","128.50","111.26","17.240000","權息","119.00","103.50","111.50","111.26","除權息資料","110年第3季","14.42","0.23",
"92年07月28日","3008","大立光","253.00","221.28","31.720000","權息","236.00","206.00","221.00","221.28","除權息資料","110年第3季","1,058.00","100.91",
"92年07月28日","3059","華晶科","97.00","78.22","18.780000","權息","83.50","73.00","78.00","78.22","除權息資料","110年第3季","31.38","0.71",
"92年07月29日","1455","集盛","11.05","10.24","0.810000","權息","10.95","9.55","10.25","10.24","除權息資料","110年第3季","13.61","1.58",
"92年07月29日","1538","正峰","42.30","41.13","1.170000","權息","44.00","38.30","41.10","41.13","除權息資料","110年第3季","4.40","-1.81",
"92年07月29日","1726","永記","40.50","37.59","2.910000","權息","40.20","35.00","37.60","37.59","除權息資料","110年第3季","55.71","4.38",
"92年07月29日","2324","仁寶","60.50","51.23","9.270000","權息","54.50","47.70","51.00","51.23","除權息資料","110年第3季","24.79","2.17",
"92年07月29日","3038","全台","40.50","36.57","3.930000","權息","39.10","34.10","36.60","36.57","除權息資料","110年第3季","13.13","1.23",
"92年07月29日","3047","訊舟","18.00","16.30","1.700000","權","17.40","15.20","16.30","16.30","除權息資料","110年第3季","11.02","-0.27",
"92年07月30日","1235","興泰","22.10","20.09","2.010000","權息","21.40","18.70","20.10","20.09","除權息資料","110年第3季","33.15","0.86",
"92年07月30日","1311","福聚","30.60","29.70","0.900000","權","31.70","27.70","29.70","29.70","除權息資料","","","",
"92年07月30日","1608","華榮","7.25","6.71","0.540000","權息","7.15","6.25","6.70","6.71","除權息資料","110年第3季","17.72","2.55",
"92年07月30日","2355","敬鵬","26.90","23.42","3.480000","權息","25.00","21.80","23.40","23.42","除權息資料","110年第3季","38.36","0.89",
"92年07月30日","2386","國電","112.00","95.04","16.960000","權息","101.50","88.50","95.00","95.04","除權息資料","","","",
"92年07月30日","2412","中華電","52.50","48.50","4.000000","息","51.50","45.20","48.50","48.50","除權息資料","110年第3季","47.74","3.50",
"92年07月30日","2431","聯昌","15.00","13.85","1.152300","權息","14.80","12.90","13.85","13.85","除權息資料","110年第3季","13.38","1.21",
"92年07月30日","2456","奇力新","18.00","17.20","0.800000","息","18.40","16.00","17.20","17.20","除權息資料","110年第3季","97.35","4.12",
"92年07月30日","3002","歐格","27.10","24.58","2.520000","權","26.30","22.90","24.60","24.58","除權息資料","110年第3季","11.65","-0.05",
"92年07月30日","3007","綠點","82.00","71.88","10.120000","權息","76.50","67.00","72.00","71.88","除權息資料","","","",
"92年07月30日","3014","聯陽","27.10","23.97","3.131800","權息","25.60","22.30","24.00","23.97","除權息資料","110年第3季","34.67","8.67",
"92年07月31日","1303","南亞","40.60","38.30","2.300000","權","40.90","35.70","38.30","38.30","除權息資料","110年第3季","50.18","8.05",
"92年07月31日","1521","大億","35.10","33.60","1.500000","息","35.90","31.30","33.60","33.60","除權息資料","110年第3季","22.60","0.86",
"92年07月31日","1712","興農","7.05","6.85","0.200000","息","7.30","6.40","6.85","6.85","除權息資料","110年第3季","17.19","1.73",
"92年07月31日","2375","凱美","12.65","12.02","0.630000","權息","12.85","11.20","12.00","12.02","除權息資料","110年第3季","61.20","7.30",
"92年07月31日","2394","普立爾","56.00","49.14","6.860000","權息","52.50","45.80","49.10","49.14","除權息資料","","","",
"92年07月31日","2418","雅新","49.40","37.53","11.871190","權息","40.10","35.00","37.50","37.53","除權息資料","","","",
"92年07月31日","2418S","雅新乙","51.00","39.05","11.950000","權","41.70","36.40","39.10","39.05","除權息資料","","","",
"92年07月31日","2418V","雅新戊","48.50","37.21","11.290000","權","39.80","34.70","37.20","37.21","除權息資料","","","",
"92年07月31日","2480","敦陽科","36.40","31.81","4.590000","權息","34.00","29.60","31.80","31.81","除權息資料","110年第3季","26.24","3.91",
"92年07月31日","2485","兆赫","41.00","37.99","3.010000","權息","40.60","35.40","38.00","37.99","除權息資料","110年第3季","19.70","-0.76",
"92年07月31日","2488","漢平","27.70","24.89","2.810000","權息","26.60","23.20","24.90","24.89","除權息資料","110年第3季","25.26","1.23",
"92年07月31日","2612","中航","7.60","7.50","0.100000","息","8.00","7.00","7.50","7.50","除權息資料","110年第3季","52.36","3.96",
"92年07月31日","2883A","開發特","18.00","17.16","0.832000","息","18.30","16.00","17.20","17.16","除權息資料","110年第3季","14.81","2.05",
"92年07月31日","3033","威健","25.70","22.26","3.440000","權息","23.80","20.80","22.30","22.26","除權息資料","110年第3季","18.28","3.41",
"92年07月31日","3046","建碁","41.50","35.63","5.873900","權息","38.10","33.20","35.60","35.63","除權息資料","110年第3季","8.65","1.37",
"92年07月31日","3056","總太","21.50","20.38","1.120000","權","21.80","19.00","20.40","20.38","除權息資料","110年第3季","23.63","3.24",
"92年07月31日","9904","寶成","41.10","35.20","5.900000","權息","37.60","32.80","35.20","35.20","除權息資料","110年第3季","43.96","4.25",
"92年08月01日","2357","華碩","112.00","97.16","14.840000","權息","103.50","90.50","97.00","97.16","除權息資料","110年第3季","291.27","43.74",
"92年08月01日","2395","研華","57.50","48.24","9.266170","權息","51.50","44.90","48.20","48.24","除權息資料","110年第3季","45.53","7.74",
"92年08月01日","2463","研揚","23.90","22.95","0.950000","權息","24.50","21.40","23.00","22.95","除權息資料","","","",
"92年08月01日","2616","山隆","14.15","13.65","0.500000","息","14.60","12.70","13.65","13.65","除權息資料","110年第3季","38.72","2.61",
"92年08月04日","1319","東陽","50.50","48.10","2.400000","權息","51.00","44.80","48.10","48.10","除權息資料","110年第3季","36.21","0.85",
"92年08月04日","1523","開億","35.90","34.45","1.450000","權息","36.80","32.10","34.50","34.45","除權息資料","","","",
"92年08月04日","2362","藍天","14.60","14.15","0.450000","權","15.10","13.20","14.15","14.15","除權息資料","110年第3季","68.08","2.03",
"92年08月04日","2365","昆盈","40.80","38.11","2.697700","權息","40.70","35.50","38.10","38.11","除權息資料","110年第3季","13.00","0.17",
"92年08月04日","2460","建通","43.60","37.05","6.550000","權息","39.60","34.50","37.10","37.05","除權息資料","110年第3季","14.22","1.28",
"92年08月04日","2611","志信","7.35","6.85","0.500000","息","7.30","6.40","6.85","6.85","除權息資料","110年第3季","17.45","1.54",
"92年08月04日","2886","兆豐金","16.50","15.48","1.020000","權息","16.50","14.40","15.50","15.48","除權息資料","110年第2季","23.41","0.92",
"92年08月04日","3010","華立","63.50","54.93","8.570000","權息","58.50","51.50","55.00","54.93","除權息資料","110年第3季","60.22","8.81",
"92年08月04日","3062","建漢","72.00","51.65","20.350000","權息","55.00","48.10","51.50","51.65","除權息資料","110年第3季","16.82","0.15",
"92年08月05日","1510","台安","9.70","9.50","0.200000","權","10.15","8.85","9.50","9.50","除權息資料","","","",
"92年08月05日","2353","宏碁","56.00","47.88","8.127000","權息","51.00","44.60","47.90","47.88","除權息資料","110年第3季","20.49","2.88",
"92年08月05日","2452","乾坤","34.30","29.95","4.350000","權息","32.00","27.90","30.00","29.95","除權息資料","","","",
"92年08月05日","2501","國建","9.75","9.22","0.530000","權","9.85","8.60","9.20","9.22","除權息資料","110年第3季","20.46","-0.19",
"92年08月05日","2526","大陸","12.05","11.02","1.030000","權息","11.75","10.25","11.00","11.02","除權息資料","","","",
"92年08月05日","2605","新興","15.50","13.82","1.680000","權息","14.75","12.90","13.80","13.82","除權息資料","110年第3季","24.35","0.74",
"92年08月05日","2607","榮運","10.60","10.20","0.400000","息","10.90","9.50","10.20","10.20","除權息資料","110年第3季","24.72","0.66",
"92年08月05日","4906","正文","87.00","69.02","17.980000","權息","73.50","64.50","69.00","69.02","除權息資料","110年第3季","29.13","1.14",
"92年08月06日","1324","地球","13.10","11.62","1.480000","權息","12.40","10.85","11.60","11.62","除權息資料","110年第3季","12.50","-0.09",
"92年08月06日","1725","元禎","25.00","22.06","2.940000","權息","23.60","20.60","22.10","22.06","除權息資料","110年第3季","22.06","1.35",
"92年08月06日","2009","第一銅","7.65","7.56","0.090000","權息","8.05","7.05","7.55","7.56","除權息資料","110年第3季","18.11","1.08",
"92年08月06日","2030","彰源","15.60","14.66","0.940000","權息","15.60","13.65","14.65","14.66","除權息資料","110年第3季","16.00","2.73",
"92年08月06日","2321","東訊","12.85","12.15","0.704400","權息","13.00","11.30","12.15","12.15","除權息資料","110年第3季","2.14","0.11",
"92年08月06日","2338","光罩","18.60","18.56","0.040000","權","19.80","17.30","18.60","18.56","除權息資料","110年第3季","23.10","4.41",
"92年08月06日","2413","環科","20.50","19.59","0.910000","權息","20.90","18.30","19.60","19.59","除權息資料","110年第3季","12.58","-0.10",
"92年08月06日","2448","晶電","47.20","38.60","8.600000","權息","41.30","35.90","38.60","38.60","除權息資料","109年第4季","35.00","-7.52",
"92年08月06日","2450","神腦","30.20","26.20","4.000000","權息","28.00","24.40","26.20","26.20","除權息資料","110年第3季","23.07","1.63",
"92年08月06日","2464","盟立","26.60","23.22","3.380000","權息","24.80","21.60","23.20","23.22","除權息資料","110年第3季","20.93","2.15",
"92年08月06日","2489","瑞軒","41.50","34.06","7.440000","權息","36.40","31.70","34.10","34.06","除權息資料","110年第3季","22.66","6.88",
"92年08月06日","2492","華新科","22.80","21.94","0.866000","權息","23.40","20.50","21.90","21.94","除權息資料","110年第3季","86.89","14.40",
"92年08月06日","2603","長榮","22.90","22.25","0.650000","權息","23.80","20.70","22.30","22.25","除權息資料","110年第3季","46.68","30.27",
"92年08月06日","2854","寶來證","16.80","15.53","1.270000","權","16.60","14.45","15.50","15.53","除權息資料","","","",
"92年08月06日","3015","全漢","63.50","62.20","1.300000","權","67.50","58.00","63.50","63.50","除權息資料","110年第3季","72.76","3.00",
"92年08月07日","1104","環泥","9.65","9.01","0.640000","權","9.60","8.40","9.00","9.01","除權息資料","110年第3季","28.84","1.11",
"92年08月07日","1434","福懋","13.45","13.05","0.400000","權","13.95","12.15","13.05","13.05","除權息資料","110年第3季","38.08","1.06",
"92年08月07日","1454","台富","5.50","5.23","0.270000","權","5.55","4.87","5.25","5.23","除權息資料","110年第3季","12.49","0.06",
"92年08月07日","1519","華城","11.95","11.55","0.400000","息","12.35","10.75","11.55","11.55","除權息資料","110年第3季","12.67","0.46",
"92年08月07日","1522","堤維西","61.50","55.71","5.790000","權息","59.50","52.00","55.50","55.71","除權息資料","110年第3季","22.62","0.23",
"92年08月07日","1537","廣隆","35.50","30.81","4.690000","權息","32.90","28.70","30.80","30.81","除權息資料","110年第3季","44.34","5.89",
